('iang2', 'sil', 0.0, 0.0)
('iou1', 'sil', 0.0, 0.0)
('ua1', 'sil', 0.0, 0.0)
('yun2', 'sil', 0.0, 0.0)
('ong4', 'ong3', 0.0625, 0.0625)
('m', 'n', 0.07653061224489799, 0.02040816326530612)
('ang3', 'ang2', 0.08333333333333337, 0.08333333333333333)
('iong4', 'iau4', 0.09999999999999998, 0.1)
('uei2', 'uei4', 0.09999999999999998, 0.1)
('un2', 'uan2', 0.09999999999999998, 0.1)
('b', 'm', 0.10784313725490191, 0.014705882352941176)
('ie1', 'ii4', 0.125, 0.125)
('g', 'k', 0.12587412587412583, 0.03146853146853147)
('p', 'l', 0.13636363636363635, 0.045454545454545456)
('k', 'h', 0.1466666666666666, 0.04)
('uang4', 'ua3', 0.16666666666666663, 0.08333333333333333)
('zh', 'z', 0.17004048582995956, 0.06882591093117409)
('s', 'sh', 0.18103448275862066, 0.10344827586206896)
('ei1', 'ei2', 0.18181818181818177, 0.09090909090909091)
('uei4', 'yu4', 0.19565217391304346, 0.03260869565217391)
('uo3', 'uo4', 0.19999999999999996, 0.045454545454545456)
('d', 'b', 0.2109004739336493, 0.04739336492890995)
('sh', 's', 0.218562874251497, 0.09281437125748503)
('ong1', 'ong4', 0.23076923076923073, 0.1346153846153846)
('h', 'f', 0.23696682464454977, 0.02843601895734597)
('z', 'zh', 0.23703703703703705, 0.07901234567901234)
('t', 'p', 0.2441860465116279, 0.06976744186046512)
('l', 'n', 0.24479166666666663, 0.046875)
('ai1', 'er5', 0.25, 0.25)
('ong2', 'ong1', 0.25, 0.125)
('ong3', 'a5', 0.25, 0.05)
('un1', 'uei1', 0.25, 0.25)
('u4', 'u2', 0.2551020408163265, 0.08163265306122448)
('a1', 'au4', 0.2558139534883721, 0.031007751937984496)
('rh', 'l', 0.2571428571428571, 0.12857142857142856)
('iau4', 'iou3', 0.25757575757575757, 0.045454545454545456)
('ang4', 'iang4', 0.26190476190476186, 0.14285714285714285)
('u1', 'u3', 0.26315789473684215, 0.13157894736842105)
('er5', 'iau3', 0.2675585284280937, 0.04013377926421405)
('ern5', 'ern2', 0.26865671641791045, 0.04477611940298507)
('iou3', 'iou4', 0.2727272727272727, 0.07575757575757576)
('u2', 'u4', 0.2857142857142857, 0.06349206349206349)
('uan1', 'au1', 0.2857142857142857, 0.07142857142857142)
('f', 'b', 0.2946428571428571, 0.08035714285714286)
('a4', 'au4', 0.29729729729729726, 0.08108108108108109)
('ern4', 'ern5', 0.30000000000000004, 0.1)
('ng4', 'ern4', 0.30000000000000004, 0.2)
('ern3', 'an4', 0.30434782608695654, 0.043478260869565216)
('i1', 'i2', 0.3153846153846154, 0.05384615384615385)
('ch', 'c', 0.3157894736842105, 0.15789473684210525)
('c', 'ch', 0.31818181818181823, 0.1038961038961039)
('ai4', 'err4', 0.3214285714285714, 0.047619047619047616)
('ng1', 'ern1', 0.3214285714285714, 0.07142857142857142)
('ng2', 'ern5', 0.3214285714285714, 0.10714285714285714)
('ii4', 'ii1', 0.32894736842105265, 0.06578947368421052)
('ie3', 'ii3', 0.33333333333333337, 0.11904761904761904)
('ing3', 'yu3', 0.33333333333333337, 0.16666666666666666)
('uai4', 'ou1', 0.33333333333333337, 0.06666666666666667)
('ang1', 'uang1', 0.34375, 0.15625)
('in1', 'ing1', 0.35185185185185186, 0.05555555555555555)
('in2', 'ien1', 0.3571428571428571, 0.07142857142857142)
('n', 'l', 0.3615384615384616, 0.15384615384615385)
('uan2', 'uan1', 0.36363636363636365, 0.18181818181818182)
('uo1', 'ou4', 0.3661971830985915, 0.056338028169014086)
('ei4', 'ii4', 0.3666666666666667, 0.06666666666666667)
('u3', 'u2', 0.3666666666666667, 0.13333333333333333)
('iau3', 'sil', 0.368421052631579, 0.05263157894736842)
('ei2', 'in2', 0.375, 0.08333333333333333)
('err4', 'er4', 0.375, 0.125)
('uo2', 'ou4', 0.375, 0.075)
('iou4', 'er4', 0.3846153846153846, 0.038461538461538464)
('an1', 'uan1', 0.38888888888888884, 0.08333333333333333)
('an2', 'ng2', 0.4, 0.1)
('au1', 'a1', 0.4, 0.12)
('er2', 'er5', 0.4, 0.1)
('in4', 'in1', 0.4, 0.1)
('uo4', 'u4', 0.4, 0.08333333333333333)
('uo5', 'er5', 0.4, 0.2)
('yue2', 'sil', 0.4, 0.03333333333333333)
('an4', 'an1', 0.40740740740740744, 0.07407407407407407)
('er1', 'u1', 0.41666666666666663, 0.16666666666666666)
('i2', 'i1', 0.42307692307692313, 0.1346153846153846)
('ang2', 'ang3', 0.4285714285714286, 0.14285714285714285)
('iang3', 'iang2', 0.4285714285714286, 0.21428571428571427)
('au3', 'ong2', 0.43181818181818177, 0.06818181818181818)
('er4', 'ern5', 0.432258064516129, 0.03225806451612903)
('ie4', 'yue4', 0.4375, 0.125)
('i3', 'i2', 0.4444444444444444, 0.07142857142857142)
('yu2', 'yu1', 0.44999999999999996, 0.1)
('uan4', 'un4', 0.4545454545454546, 0.18181818181818182)
('ern2', 'er5', 0.4642857142857143, 0.07142857142857142)
('an3', 'an1', 0.4666666666666667, 0.06666666666666667)
('ia1', 'iau4', 0.47058823529411764, 0.20588235294117646)
('er3', 'er4', 0.4736842105263158, 0.10526315789473684)
('yu4', 'i4', 0.47916666666666663, 0.10416666666666667)
('au2', 'au3', 0.5, 0.5)
('err2', 'er4', 0.5, 0.14285714285714285)
('ia4', 'iau4', 0.5, 0.2)
('iau1', 'iau4', 0.5, 0.08333333333333333)
('iau2', 'ia1', 0.5, 0.1)
