('m', 'n', 0.14553527380365072, 0.01973359644795264)
('g', 'sil', 0.15467171717171713, 0.01893939393939394)
('u', 'uo', 0.16815809097688295, 0.03206562266964952)
('k', 'h', 0.1698924731182796, 0.03225806451612903)
('b', 'p', 0.1855807743658211, 0.029372496662216287)
('un', 'uan', 0.19088319088319083, 0.039886039886039885)
('p', 'b', 0.19999999999999996, 0.0273972602739726)
('s', 'sh', 0.2141727301486871, 0.048086048718759884)
('ong', 'ou', 0.22871217452498238, 0.03237156931738212)
('uo', 'u', 0.23695345557122705, 0.06170662905500705)
('h', 'sil', 0.23926868044515104, 0.02106518282988871)
('f', 'h', 0.23974255832662916, 0.036202735317779566)
('z', 'zh', 0.2485804416403785, 0.0765509989484753)
('uei', 'uai', 0.24862553451435554, 0.033598045204642636)
('d', 'l', 0.2511244377811095, 0.03860569715142429)
('uan', 'un', 0.2619718309859155, 0.06619718309859154)
('l', 'n', 0.26980728051391867, 0.05738758029978587)
('c', 'ch', 0.2728794642857143, 0.09709821428571429)
('ern', 'ng', 0.27643064985451016, 0.0460717749757517)
('t', 'p', 0.28126595201633486, 0.05410923940786115)
('ii', 'u', 0.28246205733558183, 0.06127037661607645)
('iou', 'iau', 0.29489489489489484, 0.02822822822822823)
('zh', 'z', 0.2957791177403999, 0.12218343383052999)
('uai', 'un', 0.29648241206030146, 0.04522613065326633)
('iong', 'iou', 0.29670329670329665, 0.06043956043956044)
('rh', 'l', 0.2980582524271844, 0.06504854368932039)
('uang', 'ung', 0.29824561403508776, 0.06666666666666667)
('ua', 'uo', 0.29965156794425085, 0.0975609756097561)
('er', 'sil', 0.30536912751677847, 0.02620645573665708)
('ai', 'err', 0.3144416456759026, 0.04324097397145256)
('iang', 'iong', 0.32035595105672965, 0.04671857619577308)
('yu', 'i', 0.33018867924528306, 0.09748427672955975)
('n', 'l', 0.33068944478340456, 0.0787065283709579)
('i', 'yu', 0.33117443868739205, 0.0705958549222798)
('ch', 'c', 0.3327645051194539, 0.18771331058020477)
('err', 'uo', 0.3349753694581281, 0.06896551724137931)
('ng', 'un', 0.33544805709754166, 0.07137192704203013)
('yun', 'in', 0.33944954128440363, 0.07339449541284404)
('sh', 's', 0.34285714285714286, 0.15229813664596273)
('an', 'uan', 0.34403669724770647, 0.045216251638269984)
('iau', 'iou', 0.34826711749788675, 0.07100591715976332)
('yue', 'ie', 0.35253456221198154, 0.06682027649769585)
('in', 'ing', 0.3527093596059113, 0.08078817733990148)
('ang', 'an', 0.3531976744186046, 0.04578488372093023)
('au', 'ou', 0.35331010452961675, 0.07386759581881533)
('a', 'au', 0.35459882583170255, 0.05949119373776908)
('ien', 'yuan', 0.3572542901716068, 0.05876235049401976)
('ia', 'iau', 0.35789473684210527, 0.10947368421052632)
('ei', 'i', 0.3626634958382877, 0.059453032104637336)
('ie', 'yue', 0.36427850655903127, 0.08476286579212916)
('ou', 'uo', 0.3721518987341772, 0.08016877637130802)
('yuan', 'ien', 0.377431906614786, 0.0622568093385214)
('ing', 'in', 0.4427480916030534, 0.11221374045801527)
('spn', 'sil', 0.4545454545454546, 0.09090909090909091)
('o', 'a', 0.4821428571428571, 0.21428571428571427)
('ung', 'au', 0.6666666666666667, 0.6666666666666666)
('iai', 'ia', 1.0, 1.0)
